transaction_id,customer_id,merchant_id,amount,currency,timestamp,payment_method,failure_type,failure_code,failure_reason,retry_count,customer_historical_success_rate,previous_success_rate,customer_payment_frequency,previous_failures,transaction_hour,day_of_week,subscription_status,amount_relative_to_historical_avg,time_since_previous_successful_payment,device_type,device_os,country,invoice_info,is_recoverable,recoverability_probability,expected_recovery_amount
TXN_48B5C09677,CUST_1531,MERCH_218,267.84,INR,2026-07-14T09:47:24,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.782,0.813,8,0,9,1,none,1.3,251725.0,mobile,iOS,IN,"{""invoice_id"": ""INV_192EF3F8"", ""due_date"": ""2026-07-27"", ""items"": 3, ""tax"": 48.21}",1,0.711,190.43
TXN_10678FE169,CUST_1558,MERCH_173,1057.75,INR,2026-07-14T09:53:53,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.735,0.754,3,1,9,1,active,0.72,113033.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4D5B9B71"", ""due_date"": ""2026-07-20"", ""items"": 2, ""tax"": 190.4}",1,0.599,633.59
TXN_5A2F89FDB2,CUST_2076,MERCH_314,2346.5,INR,2026-07-14T10:01:43,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,4,0.77,0.673,3,3,10,1,none,1.14,562846.0,mobile,iOS,AE,"{""invoice_id"": ""INV_EC17EB28"", ""due_date"": ""2026-07-16"", ""items"": 2, ""tax"": 422.37}",1,0.582,1365.66
TXN_EE636D3530,CUST_1784,MERCH_165,712.32,INR,2026-07-14T10:08:13,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.754,0.64,3,1,10,1,active,0.53,244684.0,mobile,iOS,IN,"{""invoice_id"": ""INV_E517E9B5"", ""due_date"": ""2026-07-25"", ""items"": 2, ""tax"": 128.22}",1,0.798,568.43
TXN_FE5AA1551D,CUST_1017,MERCH_248,346.35,INR,2026-07-14T10:12:31,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.837,0.85,1,0,10,1,canceled,0.77,718516.0,mobile,Android,IN,"{""invoice_id"": ""INV_11A3E126"", ""due_date"": ""2026-07-26"", ""items"": 2, ""tax"": 62.34}",0,0.22,0.0
TXN_F545ADC221,CUST_2127,MERCH_251,3662.52,INR,2026-07-14T10:23:35,wallet,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.9,0.877,6,0,10,1,none,0.84,403645.0,mobile,Android,IN,"{""invoice_id"": ""INV_5C9C49AC"", ""due_date"": ""2026-07-25"", ""items"": 2, ""tax"": 659.25}",0,0.138,0.0
TXN_B171C0094B,CUST_1151,MERCH_275,3195.0,USD,2026-07-14T10:27:11,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.632,0.706,6,3,10,1,none,0.77,300780.0,mobile,Windows,IN,"{""invoice_id"": ""INV_A41D2C80"", ""due_date"": ""2026-07-27"", ""items"": 2, ""tax"": 575.1}",1,0.588,1878.66
TXN_F8D4FA4B53,CUST_2015,MERCH_220,216.56,INR,2026-07-14T11:11:19,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.52,0.376,5,4,11,1,trial,1.04,75994.0,desktop,iOS,IN,"{""invoice_id"": ""INV_3EFC99AC"", ""due_date"": ""2026-07-20"", ""items"": 1, ""tax"": 38.98}",0,0.024,0.0
TXN_FDD745F46C,CUST_1872,MERCH_112,1177.36,INR,2026-07-14T11:20:32,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.545,0.588,5,4,11,1,trial,2.05,93750.0,mobile,iOS,IN,"{""invoice_id"": ""INV_156187A0"", ""due_date"": ""2026-07-24"", ""items"": 2, ""tax"": 211.92}",1,0.588,692.29
TXN_0B0FA6CFA8,CUST_2107,MERCH_163,978.33,INR,2026-07-14T11:23:57,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.897,0.712,4,1,11,1,active,1.73,382117.0,mobile,Android,IN,"{""invoice_id"": ""INV_A9795C3C"", ""due_date"": ""2026-07-16"", ""items"": 2, ""tax"": 176.1}",1,0.986,964.63
TXN_8F9E5A88FF,CUST_2174,MERCH_104,11116.21,INR,2026-07-14T11:58:43,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.245,0.192,5,4,11,1,active,0.85,66221.0,mobile,Windows,IN,"{""invoice_id"": ""INV_2D3F6F7F"", ""due_date"": ""2026-07-27"", ""items"": 2, ""tax"": 2000.92}",0,0.32,0.0
TXN_2E177A42F3,CUST_1548,MERCH_245,273.37,INR,2026-07-14T12:06:54,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.791,0.84,5,1,12,1,trial,1.76,214502.0,mobile,Android,IN,"{""invoice_id"": ""INV_A5EE14C3"", ""due_date"": ""2026-07-22"", ""items"": 3, ""tax"": 49.21}",1,0.99,270.64
TXN_2E11740A62,CUST_1378,MERCH_215,1152.9,INR,2026-07-14T12:16:33,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,1,0.737,0.741,4,2,12,1,trial,1.08,84222.0,mobile,Android,IN,"{""invoice_id"": ""INV_E13A80C9"", ""due_date"": ""2026-07-22"", ""items"": 2, ""tax"": 207.52}",0,0.467,0.0
TXN_2C2A2EEB29,CUST_1457,MERCH_302,3866.26,INR,2026-07-14T12:19:02,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.834,0.814,3,0,12,1,none,0.87,15757.0,desktop,iOS,IN,"{""invoice_id"": ""INV_7BD458F1"", ""due_date"": ""2026-07-22"", ""items"": 2, ""tax"": 695.93}",1,0.99,3827.6
TXN_B7B9F28346,CUST_1352,MERCH_136,1604.13,INR,2026-07-14T12:28:39,wallet,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.835,0.925,5,0,12,1,canceled,1.0,578219.0,desktop,Android,IN,"{""invoice_id"": ""INV_D8816C3B"", ""due_date"": ""2026-07-18"", ""items"": 1, ""tax"": 288.74}",1,0.823,1320.2
TXN_20D8D7E19B,CUST_1375,MERCH_153,5274.0,INR,2026-07-14T12:33:13,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.731,0.581,5,0,12,1,none,1.68,231800.0,desktop,Android,IN,"{""invoice_id"": ""INV_2A5E6CA9"", ""due_date"": ""2026-07-26"", ""items"": 1, ""tax"": 949.32}",1,0.505,2663.37
TXN_714C3247FB,CUST_1207,MERCH_131,248.94,INR,2026-07-14T12:34:53,net_banking,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.961,0.934,6,0,12,1,active,1.12,79373.0,mobile,Windows,IN,"{""invoice_id"": ""INV_F3954AAC"", ""due_date"": ""2026-07-22"", ""items"": 2, ""tax"": 44.81}",0,0.377,0.0
TXN_D3B6D06D5F,CUST_1459,MERCH_127,498.36,INR,2026-07-14T12:36:45,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,2,0.582,0.636,10,2,12,1,active,0.94,79496.0,mobile,macOS,IN,"{""invoice_id"": ""INV_D33CFD28"", ""due_date"": ""2026-07-21"", ""items"": 2, ""tax"": 89.7}",0,0.059,0.0
TXN_0D2DE12CC3,CUST_1529,MERCH_185,1319.44,INR,2026-07-14T12:50:48,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.805,0.807,7,0,12,1,active,0.13,166360.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4AF1882B"", ""due_date"": ""2026-07-23"", ""items"": 3, ""tax"": 237.5}",1,0.943,1244.23
TXN_4E3C70E1FE,CUST_1484,MERCH_144,2947.26,INR,2026-07-14T13:22:11,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.878,0.917,4,0,13,1,active,1.26,384033.0,mobile,Android,IN,"{""invoice_id"": ""INV_F2CC322F"", ""due_date"": ""2026-07-16"", ""items"": 1, ""tax"": 530.51}",0,0.3,0.0
TXN_E54A2ADF88,CUST_1121,MERCH_127,1815.38,INR,2026-07-14T13:29:59,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.662,0.719,4,2,13,1,active,0.98,25181.0,mobile,Android,IN,"{""invoice_id"": ""INV_CD961696"", ""due_date"": ""2026-07-16"", ""items"": 3, ""tax"": 326.77}",1,0.817,1483.17
TXN_CE02E5A8A4,CUST_1793,MERCH_164,3333.45,INR,2026-07-14T13:31:04,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.561,0.599,5,3,13,1,none,2.54,3063.0,desktop,Android,IN,"{""invoice_id"": ""INV_472AD385"", ""due_date"": ""2026-07-19"", ""items"": 2, ""tax"": 600.02}",1,0.779,2596.76
TXN_3655C71183,CUST_2143,MERCH_169,1291.02,INR,2026-07-14T13:54:57,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.708,0.653,4,2,13,1,canceled,0.25,259337.0,mobile,iOS,IN,"{""invoice_id"": ""INV_D8611749"", ""due_date"": ""2026-07-23"", ""items"": 2, ""tax"": 232.38}",0,0.241,0.0
TXN_61377C0392,CUST_1250,MERCH_302,488.06,INR,2026-07-14T14:38:16,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.859,0.73,5,1,14,1,canceled,1.66,136387.0,mobile,iOS,IN,"{""invoice_id"": ""INV_06A15509"", ""due_date"": ""2026-07-16"", ""items"": 2, ""tax"": 87.85}",1,0.581,283.56
TXN_F9B9AAEE83,CUST_1046,MERCH_141,3140.97,USD,2026-07-14T14:38:52,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.812,0.805,4,1,14,1,active,2.2,415424.0,mobile,Android,IN,"{""invoice_id"": ""INV_3AF85E24"", ""due_date"": ""2026-07-23"", ""items"": 3, ""tax"": 565.37}",1,0.794,2493.93
TXN_9F7A98F0AC,CUST_1895,MERCH_260,391.36,INR,2026-07-14T15:10:00,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.98,1.0,2,0,15,1,none,0.23,238007.0,tablet,iOS,IN,"{""invoice_id"": ""INV_4E0DDCD9"", ""due_date"": ""2026-07-17"", ""items"": 2, ""tax"": 70.44}",1,0.81,317.0
TXN_A826875037,CUST_1244,MERCH_115,686.37,INR,2026-07-14T15:10:12,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.905,1.0,10,1,15,1,active,3.21,141698.0,mobile,Android,IN,"{""invoice_id"": ""INV_A466C344"", ""due_date"": ""2026-07-15"", ""items"": 1, ""tax"": 123.55}",0,0.317,0.0
TXN_35FCF9C2BE,CUST_1723,MERCH_240,460.14,INR,2026-07-14T15:19:30,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.785,0.762,7,0,15,1,none,2.18,121892.0,mobile,Android,IN,"{""invoice_id"": ""INV_78BD43AC"", ""due_date"": ""2026-07-16"", ""items"": 3, ""tax"": 82.83}",0,0.345,0.0
TXN_7355D2E1F6,CUST_1217,MERCH_248,2170.49,INR,2026-07-14T16:16:11,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.887,0.924,4,1,16,1,canceled,0.53,72916.0,tablet,Windows,IN,"{""invoice_id"": ""INV_438E1DF3"", ""due_date"": ""2026-07-18"", ""items"": 3, ""tax"": 390.69}",1,0.823,1786.31
TXN_14F614EC03,CUST_1762,MERCH_158,1668.49,INR,2026-07-14T16:21:04,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.895,0.934,7,0,16,1,active,3.34,123913.0,desktop,iOS,IN,"{""invoice_id"": ""INV_8F79713A"", ""due_date"": ""2026-07-25"", ""items"": 1, ""tax"": 300.33}",0,0.234,0.0
TXN_7E785DE2F2,CUST_1603,MERCH_339,579.39,INR,2026-07-14T16:43:38,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.761,0.815,7,0,16,1,active,0.45,76211.0,mobile,Android,IN,"{""invoice_id"": ""INV_B0F6235B"", ""due_date"": ""2026-07-21"", ""items"": 2, ""tax"": 104.29}",1,0.827,479.16
TXN_0B912FD57F,CUST_1289,MERCH_146,817.56,INR,2026-07-14T16:46:18,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.632,0.467,2,3,16,1,none,0.65,704169.0,desktop,Windows,IN,"{""invoice_id"": ""INV_473422DC"", ""due_date"": ""2026-07-21"", ""items"": 2, ""tax"": 147.16}",1,0.605,494.62
TXN_DF820A2D3B,CUST_1601,MERCH_266,1271.49,INR,2026-07-14T16:47:46,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.743,0.691,7,1,16,1,trial,0.33,312747.0,mobile,Android,IN,"{""invoice_id"": ""INV_5451F5B2"", ""due_date"": ""2026-07-22"", ""items"": 3, ""tax"": 228.87}",1,0.652,829.01
TXN_503ADA3EC0,CUST_1995,MERCH_209,3407.49,INR,2026-07-14T17:01:05,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.954,0.818,5,0,17,1,active,1.81,168640.0,mobile,iOS,IN,"{""invoice_id"": ""INV_81F087B4"", ""due_date"": ""2026-07-25"", ""items"": 1, ""tax"": 613.35}",0,0.418,0.0
TXN_2B076ED06B,CUST_2220,MERCH_225,1859.6,INR,2026-07-14T17:05:17,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.565,0.698,6,4,17,1,canceled,0.79,1256.0,mobile,Windows,IN,"{""invoice_id"": ""INV_1421CCED"", ""due_date"": ""2026-07-20"", ""items"": 2, ""tax"": 334.73}",0,0.033,0.0
TXN_5A58D738FC,CUST_1695,MERCH_315,2404.36,INR,2026-07-14T17:16:23,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.654,0.692,5,2,17,1,active,0.53,578365.0,mobile,Android,IN,"{""invoice_id"": ""INV_37C7B647"", ""due_date"": ""2026-07-27"", ""items"": 2, ""tax"": 432.78}",1,0.568,1365.68
TXN_6D249AD406,CUST_1609,MERCH_142,2787.16,INR,2026-07-14T17:23:16,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.961,0.795,6,0,17,1,active,1.21,109870.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4E0BFF11"", ""due_date"": ""2026-07-19"", ""items"": 2, ""tax"": 501.69}",0,0.276,0.0
TXN_58FC338C5E,CUST_1305,MERCH_254,1769.65,INR,2026-07-14T17:37:11,debit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.897,0.939,7,1,17,1,none,1.57,787520.0,mobile,macOS,IN,"{""invoice_id"": ""INV_2EE1A8E3"", ""due_date"": ""2026-07-22"", ""items"": 2, ""tax"": 318.54}",0,0.496,0.0
TXN_FFF74FDC68,CUST_1535,MERCH_208,2237.79,INR,2026-07-14T17:58:05,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.799,0.661,3,2,17,1,none,1.13,667431.0,mobile,Android,SG,"{""invoice_id"": ""INV_6B915F69"", ""due_date"": ""2026-07-19"", ""items"": 1, ""tax"": 402.8}",1,0.856,1915.55
TXN_5829DEC83D,CUST_2243,MERCH_264,1567.96,INR,2026-07-14T18:10:31,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.897,0.908,6,0,18,1,none,1.68,65992.0,mobile,Windows,IN,"{""invoice_id"": ""INV_CBC6076E"", ""due_date"": ""2026-07-17"", ""items"": 3, ""tax"": 282.23}",1,0.651,1020.74
TXN_C6B9016F8B,CUST_1756,MERCH_213,7892.36,INR,2026-07-14T18:38:47,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.923,0.935,6,1,18,1,active,0.52,693023.0,mobile,iOS,IN,"{""invoice_id"": ""INV_7B13DA4D"", ""due_date"": ""2026-07-19"", ""items"": 2, ""tax"": 1420.62}",0,0.083,0.0
TXN_2D56B1B5D2,CUST_2013,MERCH_102,3068.64,INR,2026-07-14T19:00:32,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.835,0.916,4,0,19,1,none,1.11,149777.0,mobile,iOS,IN,"{""invoice_id"": ""INV_614ABD80"", ""due_date"": ""2026-07-21"", ""items"": 1, ""tax"": 552.36}",1,0.669,2052.92
TXN_B6579CBC2C,CUST_1353,MERCH_175,11318.09,INR,2026-07-14T19:04:19,wallet,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.666,0.761,4,4,19,1,none,0.77,1071046.0,tablet,Android,IN,"{""invoice_id"": ""INV_8AEE1B97"", ""due_date"": ""2026-07-21"", ""items"": 3, ""tax"": 2037.26}",1,0.855,9676.97
TXN_C6E40A7FF0,CUST_1734,MERCH_106,6426.26,INR,2026-07-14T19:06:22,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,4,0.845,0.908,5,1,19,1,canceled,0.82,37242.0,mobile,macOS,IN,"{""invoice_id"": ""INV_A2D38A7B"", ""due_date"": ""2026-07-27"", ""items"": 3, ""tax"": 1156.73}",0,0.109,0.0
TXN_077D8EB070,CUST_1234,MERCH_285,1482.35,INR,2026-07-14T19:36:56,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.579,0.537,4,1,19,1,canceled,0.4,211760.0,desktop,Android,IN,"{""invoice_id"": ""INV_25579059"", ""due_date"": ""2026-07-23"", ""items"": 3, ""tax"": 266.82}",0,0.013,0.0
TXN_CA31E08E13,CUST_1305,MERCH_119,1485.11,INR,2026-07-14T19:38:07,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.837,0.907,5,3,19,1,active,0.85,193016.0,mobile,Android,IN,"{""invoice_id"": ""INV_1E87593F"", ""due_date"": ""2026-07-22"", ""items"": 2, ""tax"": 267.32}",1,0.603,895.52
TXN_051034F153,CUST_2133,MERCH_178,344.55,INR,2026-07-14T19:51:53,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.64,0.585,4,2,19,1,none,0.96,72064.0,tablet,Android,IN,"{""invoice_id"": ""INV_84907404"", ""due_date"": ""2026-07-15"", ""items"": 1, ""tax"": 62.02}",1,0.663,228.44
TXN_6B8CA13C9C,CUST_1313,MERCH_164,595.93,INR,2026-07-14T20:09:00,credit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.935,0.967,3,0,20,1,active,2.76,222949.0,tablet,Android,IN,"{""invoice_id"": ""INV_80F0C38B"", ""due_date"": ""2026-07-22"", ""items"": 1, ""tax"": 107.27}",0,0.49,0.0
TXN_AA7303EC53,CUST_1947,MERCH_214,4963.16,INR,2026-07-14T20:17:08,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.691,0.768,6,0,20,1,active,0.53,215999.0,mobile,macOS,IN,"{""invoice_id"": ""INV_FCB15F2B"", ""due_date"": ""2026-07-15"", ""items"": 3, ""tax"": 893.37}",1,0.966,4794.41
TXN_46ADB76720,CUST_2036,MERCH_301,4728.17,INR,2026-07-14T20:30:55,net_banking,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.852,0.875,5,0,20,1,active,1.67,142181.0,desktop,iOS,US,"{""invoice_id"": ""INV_D3025F68"", ""due_date"": ""2026-07-22"", ""items"": 1, ""tax"": 851.07}",1,0.802,3791.99
TXN_DF526A0CD5,CUST_1826,MERCH_241,239.74,INR,2026-07-14T20:44:20,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.722,0.714,6,2,20,1,none,1.35,446728.0,mobile,iOS,IN,"{""invoice_id"": ""INV_6C122883"", ""due_date"": ""2026-07-25"", ""items"": 2, ""tax"": 43.15}",1,0.604,144.8
TXN_5C270EA1D8,CUST_1166,MERCH_306,6736.63,INR,2026-07-14T20:46:28,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.912,0.776,6,1,20,1,active,1.42,950437.0,desktop,Android,IN,"{""invoice_id"": ""INV_772D559D"", ""due_date"": ""2026-07-21"", ""items"": 3, ""tax"": 1212.59}",1,0.587,3954.4
TXN_B18942A262,CUST_1052,MERCH_197,5910.62,INR,2026-07-14T20:49:14,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.567,0.602,6,4,20,1,none,1.53,217793.0,mobile,Windows,IN,"{""invoice_id"": ""INV_4E9D8681"", ""due_date"": ""2026-07-19"", ""items"": 2, ""tax"": 1063.91}",1,0.659,3895.1
TXN_354CDF04CF,CUST_2209,MERCH_348,5529.71,INR,2026-07-14T20:59:11,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.953,0.988,4,0,20,1,active,0.35,119832.0,desktop,Android,IN,"{""invoice_id"": ""INV_EF0A309B"", ""due_date"": ""2026-07-26"", ""items"": 2, ""tax"": 995.35}",1,0.922,5098.39
TXN_8A1B075C7B,CUST_1275,MERCH_148,3017.78,USD,2026-07-14T21:02:59,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,3,0.698,0.691,8,1,21,1,active,0.74,236535.0,mobile,Windows,IN,"{""invoice_id"": ""INV_4C932946"", ""due_date"": ""2026-07-18"", ""items"": 3, ""tax"": 543.2}",1,0.562,1695.99
TXN_962C481336,CUST_1446,MERCH_316,3004.77,INR,2026-07-14T21:05:12,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.875,0.947,3,0,21,1,active,1.01,15557.0,mobile,iOS,IN,"{""invoice_id"": ""INV_389C0FE3"", ""due_date"": ""2026-07-22"", ""items"": 1, ""tax"": 540.86}",1,0.966,2902.61
TXN_22E4B9D05C,CUST_1351,MERCH_322,1502.35,INR,2026-07-14T21:10:30,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.64,0.607,6,2,21,1,none,0.33,1183.0,mobile,macOS,IN,"{""invoice_id"": ""INV_32D6B956"", ""due_date"": ""2026-07-17"", ""items"": 2, ""tax"": 270.42}",0,0.09,0.0
TXN_C48429D135,CUST_1009,MERCH_173,960.09,INR,2026-07-14T21:24:53,debit_card,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,0,0.907,0.977,2,0,21,1,active,0.34,324171.0,desktop,Android,US,"{""invoice_id"": ""INV_B8A568B6"", ""due_date"": ""2026-07-18"", ""items"": 3, ""tax"": 172.82}",1,0.547,525.17
TXN_56973FBC6D,CUST_1409,MERCH_136,5628.31,INR,2026-07-14T22:07:44,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.879,0.816,5,1,22,1,active,1.61,84086.0,mobile,Android,AE,"{""invoice_id"": ""INV_5B9F1F06"", ""due_date"": ""2026-07-15"", ""items"": 1, ""tax"": 1013.1}",1,0.98,5515.74
TXN_51C635FE5D,CUST_1146,MERCH_233,1391.18,INR,2026-07-14T22:17:04,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.851,0.853,3,1,22,1,active,1.02,128101.0,mobile,iOS,IN,"{""invoice_id"": ""INV_55A204F6"", ""due_date"": ""2026-07-22"", ""items"": 3, ""tax"": 250.41}",1,0.99,1377.27
TXN_0412E936AD,CUST_1828,MERCH_105,100.0,INR,2026-07-14T22:20:28,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.978,0.839,9,0,22,1,none,0.31,28244.0,mobile,Android,IN,"{""invoice_id"": ""INV_826EBE93"", ""due_date"": ""2026-07-26"", ""items"": 2, ""tax"": 18.0}",0,0.301,0.0
TXN_C062AFF989,CUST_1629,MERCH_127,3362.51,INR,2026-07-14T22:33:19,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.763,0.753,6,3,22,1,none,0.67,327737.0,mobile,Windows,AE,"{""invoice_id"": ""INV_534908E8"", ""due_date"": ""2026-07-15"", ""items"": 3, ""tax"": 605.25}",1,0.65,2185.63
TXN_2B287ECB59,CUST_1851,MERCH_201,630.41,INR,2026-07-14T22:47:05,upi,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.844,1.0,5,0,22,1,active,0.8,210065.0,mobile,iOS,IN,"{""invoice_id"": ""INV_E720E3C6"", ""due_date"": ""2026-07-19"", ""items"": 1, ""tax"": 113.47}",1,0.99,624.11
TXN_37D22285F1,CUST_1427,MERCH_220,2104.81,INR,2026-07-14T22:47:49,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.929,1.0,5,1,22,1,active,1.58,645035.0,mobile,iOS,IN,"{""invoice_id"": ""INV_5B958742"", ""due_date"": ""2026-07-19"", ""items"": 3, ""tax"": 378.87}",0,0.286,0.0
TXN_005614B2C0,CUST_1487,MERCH_305,9505.32,INR,2026-07-14T22:51:51,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.771,0.911,5,0,22,1,active,0.71,27265.0,mobile,Android,IN,"{""invoice_id"": ""INV_24FD3572"", ""due_date"": ""2026-07-20"", ""items"": 2, ""tax"": 1710.96}",1,0.768,7300.09
TXN_20790951D5,CUST_2135,MERCH_240,14798.46,INR,2026-07-14T22:54:35,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,1,0.826,0.773,7,2,22,1,active,2.98,647606.0,mobile,iOS,IN,"{""invoice_id"": ""INV_E094578E"", ""due_date"": ""2026-07-16"", ""items"": 1, ""tax"": 2663.72}",1,0.99,14650.48
TXN_233BCFDA94,CUST_1583,MERCH_112,3617.91,INR,2026-07-14T22:55:59,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.83,0.957,5,3,22,1,active,0.99,145932.0,desktop,Android,SG,"{""invoice_id"": ""INV_FEA2027D"", ""due_date"": ""2026-07-22"", ""items"": 3, ""tax"": 651.22}",0,0.271,0.0
TXN_195428F2AE,CUST_1655,MERCH_348,6738.08,INR,2026-07-14T23:35:45,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.87,0.864,5,1,23,1,none,1.23,214762.0,desktop,iOS,IN,"{""invoice_id"": ""INV_0D6BF18D"", ""due_date"": ""2026-07-18"", ""items"": 2, ""tax"": 1212.85}",1,0.84,5659.99
